BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;99.00;%;Prozent;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;99.00;%;Prozent;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;99.00;%;Prozent;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;97.00;%;Prozent;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;97.00;%;Prozent;
69;Wallisellen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;97.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;112.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;108.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;108.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;108.00;%;Prozent;
70;Wasterkingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;108.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;107.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;103.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;103.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;103.00;%;Prozent;
71;Wil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;103.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;76.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;76.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;76.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;76.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;76.00;%;Prozent;
72;Winkel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;76.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;122.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;122.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;124.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;124.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;129.00;%;Prozent;
81;Bachs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;130.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;88.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;88.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;88.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;88.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;88.00;%;Prozent;
82;Boppelsen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;91.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;104.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;103.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;108.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;109.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;111.00;%;Prozent;
83;Buchs;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;111.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;108.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;105.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;105.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;106.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;109.00;%;Prozent;
84;Dällikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;109.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;102.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;102.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;102.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;102.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;105.00;%;Prozent;
85;Dänikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;111.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;97.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;97.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;97.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;97.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;97.00;%;Prozent;
86;Dielsdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;100.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;109.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;111.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;111.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;109.00;%;Prozent;
87;Hüttikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;115.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;76.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;76.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;76.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;76.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;76.00;%;Prozent;
88;Neerach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;76.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;107.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;107.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;107.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;107.00;%;Prozent;
89;Niederglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;107.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;111.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;111.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;111.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;111.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;111.00;%;Prozent;
90;Niederhasli;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;111.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;108.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;108.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;108.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;108.00;%;Prozent;
91;Niederweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;108.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;122.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;122.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;122.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;122.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;122.00;%;Prozent;
92;Oberglatt;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;122.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;104.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;104.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;104.00;%;Prozent;
93;Oberweningen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;104.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;103.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;99.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;99.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;99.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;99.00;%;Prozent;
94;Otelfingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;102.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;99.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;99.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;104.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;104.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;109.00;%;Prozent;
95;Regensberg;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;109.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;112.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;112.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;114.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;118.00;%;Prozent;
96;Regensdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;118.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;107.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;107.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;107.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;107.00;%;Prozent;
97;Rümlang;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;107.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;122.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;122.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;117.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;117.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;110.00;%;Prozent;
98;Schleinikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;110.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;108.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;105.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;105.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;107.00;%;Prozent;
99;Schöfflisdorf;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;107.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;112.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;112.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;112.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;112.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;112.00;%;Prozent;
100;Stadel;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;112.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;107.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;105.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;105.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;105.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;108.00;%;Prozent;
101;Steinmaur;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;108.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;93.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;94.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;94.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;94.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;94.00;%;Prozent;
102;Weiach;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;94.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;105.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;105.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;102.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;102.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;102.00;%;Prozent;
111;Bäretswil;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;102.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;107.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;107.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2014;107.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2015;107.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2016;102.00;%;Prozent;
112;Bubikon;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2017;102.00;%;Prozent;
113;Dürnten;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2012;115.00;%;Prozent;
113;Dürnten;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;65;Gesamtsteuerfuss (ohne Kirchen) [%];2013;115.00;%;Prozent;
