INDIKATOR_ID,INDIKATOR_NAME,EINHEIT_LANG,QUELLE,BESCHREIBUNG
1386,212 Steuern früherer Jahre [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Steuern früherer Jahre
1387,213 Verzugszinsen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Verzugszinsen
1388,214 Quellensteuern [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Quellensteuern
1389,215 Nach- und Strafsteuern [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen von Nach- und Strafsteuern
1390,"216 Steueraussch., pauschale Steueranrechn. [Fr./Einw.]",Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Steuerausscheidungen und pauschalen Steueranrechnungen
1391,217 Verschiedene Steuern und Abgaben [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verrechnungen verschiedener Steuern und Abgaben
1392,218 Übrige Verrechnungskonten [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der übrigen Verrechnungskonten
1393,219 Abschluss Verrechnungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Abschlusses Verrechnungen
1394,228 Verpflichtungen für Spezialfinanzierungen [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert der Verpflichtungen für Spezialfinanzierungen
1395,239 Eigenkapital [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Bilanzwert des Eigenkapials
17,Bruttoverschuldungsanteil [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Schuldenbestand. Der Bruttoverschuldungsanteil zeigt, wie viel kurz-, mittel- und langfristige Schulden, gemessen an den laufenden Erträgen, vorhanden sind. Werte für den Bruttoverschuldungsanteil von unter 50% gelten als sehr gut, Werte zwischen 50% und 100% als gut, Werte zwischen 100% und 150% als mittel, Werte zwischen 150% und 200% als schlecht und Wert über 200% als kritisch."
18,Kapitaldienstanteil [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für die Verschuldung. Der Kapitaldienstanteil ist ein Mass für die Belastung der Erfoglsrechnung durch Kapitalkosten unter Einbezug des aktuellen Zinsumfelds. Werte für den Kapitaldienstanteil unter 5% gelten als tief, Werte zwischen 5% und 15% als tragbar Werte zwischen 15% und 25% als hoch bis sehr hoch und Werte über 25% als kaum noch tragbar."
19,Nettoschulden [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Verschuldung. Die Nettoschuld zeigt den Betrag an Schulden, der nicht durch Finanzvermögen gedeckt ist."
20,Eigenkapitalquotient [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Eigenfinanzierung. Das Eigenkapital in Relation zu den Aufwendungen zeigt, wie viel Kapital als Vorfinanzierung oder zur Deckung zukünftiger Aufwandüberschüsse zur Verfügung steht. Eine Eingenkapitalquote von 0% bis 15% kann als gering, eine zwischen 15% und 30% als ausreichend und eine über 30% als gross bezeichnet werden. Ein negativer Wert zeigt einen Bilanzfehlbetrag."
21,Selbstfinanzierungsgrad [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Selbstfinanzierung (Durchschnitt über 7 Jahre). Der Selbstfinanzierungsgrad drückt aus, welcher Teil der Investitionen durch selbst erwirtschaftete Mittel bezahlt werden können. Können die Investitionen nicht selbst bezahlt werden, nimmt die Verschuldung zu. Werte für den Selbstfinanzierungsgrad von unter 70% gelten als schwach, Werte zwischen 70% und 100% als vertretbar bis gut und Werte über 100% als ideal."
22,Selbstfinanzierungsanteil [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Finanzkraft (Durchschnitt über 7 Jahre). Der Selbstfinanzierungsanteil entspricht den selbst erwirtschafteten Mittel gemessen an den laufenden Erträgen. Werte für den Selbstfinanzierungsanteil von unter 10% gelten als schwach, Werte zwischen 10% und 20% als mittel und Werte über 20% als gut."
23,Investitionsanteil [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Investitionstätigkeit (Durchschnitt über 7 Jahre). Der Investitionsanteil bringt zum Ausdruck, welcher Anteil der gesamten Ausgaben für Investitionen eingesetzt wurde. Werte für den Investitionsanteil von unter 10% gelten als schwach, Werte zwischen 10% und 20% als mittel, Werte zwischen 20% und 30% als stark und Werte über 30% als sehr stark."
24,Kumuliertes mittleres Jahresergebnis [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für mittelfristigen Haushaltsausgleich (Durchschnitt über 7 Jahre). Das kumulierte mittlere Jahresergebnis zeigt den Mittelwert der Jahresergebnisse. Daran wird ersichtlich, ob ein Haushalt über die entsprechende Frist ausgeglichen geführt wurde oder wie gross die mittleren jährlichen Ertrags- und Aufwandüberschüsse waren."
25,Jahresergebnisquote [%],Prozent,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für mittelfristigen Haushaltsausgleich (über 7 Jahre). Das durchschnittliche Jahresergebnis in Relation zur durchschnittlichen Steuerkraft zeigt das Ergebnis in Steuerfussprozenten. Werte für die Jahresergebnisquote von weniger als -6% gelten als sehr schwach, Werte zwischen -6% und -3% als schwach, Werte zwischen -3% und 3% als ausgeglichen, Werte zwischen 3% und 6% als gut und Werte über 6% als sehr gut."
26,Steuerkraft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für Steuerertragspotential. Die Steuerkraft einer Gemeinde ist der auf einen Steuerfuss von 100% umgerechnete Ertrag der allgemeinen Gemeindesteuern einschliesslich der Nachsteuern.
27,Berichtigte Steuerkraft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für Ressourcenpotential nach Finanzausgleich. Die berichtigte Steuerkraft ist die Steuerkraft vermehrt um den auf einen Steuerfuss von 100% umgerechneten Ressourcenzuschuss oder vermindert um die Ressourcenabschöpfung.
28,Steuerertrag [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für die Ertragskraft aus Steuern.
30,Vorschüsse an Eigenwirtschaftsbetriebe,,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Indikator für Vorschüsse an Eigenwirtschaftsbetriebe (ja/nein). Vorschüsse an Eigenwirtschaftsbetriebe zeigen vorhandene Guthaben des allgemeinen Gemeindehaushalts gegenüber den Haushalten der Eigenwirtschaftsbetriebe an. Diese Vorschüsse stammen aus ungedeckten Fehlbeträgen eines Eigenwirtschaftsbetriebs, welche nicht abgetragen wurden. "
31,Gebührenerträge Wasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Wasserversorgung. Das Mass zeigt die Höhe der Ertäge aus Gebühren für die Wasserversorgung.
32,Gebührenerträge Abwasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Abwasserentsorgung. Das Mass zeigt die Höhe der Einnahmen aus Gebühren für die Abwasserentsorgung.
33,Gebührenerträge Abfall [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Abfallentsorgung. Das Mass zeigt die Höhe der Einnahmen aus Gebühren für die Abfallentsorgung.
34,Finanzausgleichsbeiträge Total [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Gesamte Beiträge des Finanzausgleichs
36,Ressourcenausgleich [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich","Beiträge des Ressourcenausgleichs. Ressourcenzuschüsse (positives Vorzeichen), Ressourcenabschöpfung (negatives Vorzeichen)"
37,Demografischer Sonderlastenausgleich [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des demografischen Sonderlastenausgleichs
38,Geografisch-topografischer Sonderlastenausgleich [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des geografisch-topografischen Sonderlastenausgleichs
40,Individueller Sonderlastenausgleich [Fr.],Franken,"Gemeindeamt Kanton Zürich, Abteilung Gemeindefinanzen",Beiträge des individuellen Sonderlastenausgleichs
41,Übergangsausgleich [Fr.],Franken,"Gemeindeamt Kanton Zürich, Abteilung Gemeindefinanzen",Beiträge des Übergangsausgleichs
35,Finanzausgleichsbeiträge Zwischentotal [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Gesamte Beiträge des Finanzausgleichs ohne Beiträge des Übergangsausgleichs und ohne Beiträge des individuellen Sonderlastenausgleichs
2,Gemeindeart,,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Art der öffentlich-rechtlichen Körperschaft. Die Gemeindeart zeigt, ob es sich bei der Körperschaft um eine politische Gemeinde, eine Schulgemeinde, einen Zweckverband oder eine Anstalt handelt."
4,Legislative,,"Gemeindeamt Kanton Zürich, Abteilung Gemeinderecht","Art des Legislativorgans. Der Indikator Legislative zeigt an, ob die Gemeinde eine Gemeindeversammlung abhält oder ein Parlament betreibt."
5,Einwohnerinnen und Einwohner [Pers.],Personen,"Statistisches Amt des Kantons Zürich, Einwohnererhebung",Zahl der Einwohnerinnen und Einwohner. Der Wert zeigt die Zahl der Personen am 31. Dezember mit zivilrechtlichem Wohnsitz in der Gemeinde.
6,Einwohnerinnen und Einwohner unter 20 [Pers.],Personen,"Statistisches Amt des Kantons Zürich, Einwohnererhebung",Zahl der Einwohnerinnen und Einwohner unter 20 Jahren. Der Wert für die Einwohnerinnen und Einwohner unter 20 Jahren zeigt die Zahl der Personen unter 20 Jahren mit zivilrechtlichem Wohnsitz in der Gemeinde am 31. Dezember.
7,Schülerinnen und Schüler [Pers.],Personen,Bildungsstatistik Kanton Zürich (BISTA),"Zahl der Schülerinnen und Schüler. Der Wert der Schüler zeigt die Zahl der Schülerinnen und Schüler der Volksschule (ohne Gymnasium) des Schuljahres, das im Kalenderjahr beginnt."
10,Bezirk,,"Gemeindeamt Kanton Zürich, Abteilung Gemeinderecht",Bezirkszugehörigkeit. Die Bezirkszugehörigkeit zeigt welchem Bezirk des Kantons Zürich die Gemeinde angehört.
11,Steuerfuss (beschlossen) [%],Prozent,"Statistisches Amt des Kantons Zürich, Steuerfusserhebung",Steuerfuss. Der Steuerfuss zeigt den von der Gemeinde beschlossenen Steuerfuss.
12,Gesamtsteuerfuss (beschlossen) [%],Prozent,"Statistisches Amt des Kantons Zürich, Steuerfusserhebung","Gesamtsteuerfuss. Der Gesamtsteuerfuss zeigt die Summe der beschlossenen Steuerfüsse von poltischer Gemeinde und Schulgemeinden. Bestehen innerhalb der gleichen Gemeinden Gruppen von Steuerzahlenden, für die verschiedene Steuerfüsse gelten, ist das mit der absoluten Steuerkraft gewogene Mittel massgebend."
13,Schwellenwert 1 Finanzreferendum [Fr.],Franken,"Gemeindeamt Kanton Zürich, Abteilung Gemeinderecht","Schwellenwert obligatorisches Referendum einmalige Ausgaben. Der Schwellenwert gibt die Höhe von einmaligen Ausgaben an, ab der sie obligatorisch an der Urne beschlossen werden müssen. Die Werte werden bei Verordnungs- oder Statutenänderungen umgehend aktualisiert. Das Jahr entspricht nicht zwingend dem Jahr des Inkrafttretens."
14,Schwellenwert 2 Finanzreferendum [Fr.],Franken,"Gemeindeamt Kanton Zürich, Abteilung Gemeinderecht","Obligatorisches Referendum wiederkehrende Ausgabe. Der Schwellenwert gibt die Höhe von jährlich wiederkehrenden Ausgaben an, ab der sie obligatorisch an der Urne beschlossen werden müssen. Die Werte werden bei Verordnungs- oder Statutenänderungen umgehend aktualisiert. Das Jahr entspricht nicht zwingend dem Jahr des Inkrafttretens."
39,Zentrumslastenausgleich [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des Zentrumslastenausgleichs
1019,Nettoschulden [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Mass für Verschuldung. Die Nettoschuld pro Person zeigt den Betrag, den jede Person einmalig zur Tilgung aller Schulden durchschnittlich aufbringen müsste. Werte für die Nettoschuld von unter Fr. 1000 gelten als tief, Werte zwischen Fr. 1000 und 3000 als mittel, Werte zwischen 3000 und 5000 als hoch und Werte über Fr. 5000 als sehr hoch."
1026,Steuerkraft [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für Steuerertragspotential. Die Steuerkraft einer Gemeinden ist der auf einen Steuerfuss von 100% umgerechnete Ertrag der allgemeinen Gemeindesteuern einschliesslich der Nachsteuern.
1027,Berichtigte Steuerkraft [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für Ressourcenpotential nach Finanzausgleich. Die berichtigte Steuerkraft ist die Steuerkraft vermehrt um den auf einen Steuerfuss von 100% umgerechneten Ressourcenzuschuss oder vermindert um die Ressourcenabschöpfung.
1028,Steuerertrag [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Steuerertragserhebung",Mass für die Ertragskraft aus Steuern.
1031,Gebührenerträge Wasser [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Wasserversorgung. Das Mass zeigt die Höhe der Ertäge aus Gebühren für die Wasserversorgung.
1032,Gebührenerträge Abwasser [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Abwasserentsorgung. Das Mass zeigt die Höhe der Einnahmen aus Gebühren für die Abwasserentsorgung.
1033,Gebührenerträge Abfall [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Mass für die Ertragskraft der Abfallentsorgung. Das Mass zeigt die Höhe der Einnahmen aus Gebühren für die Abfallentsorgung.
1034,Finanzausgleichsbeiträge Total [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Gesamte Beiträge des Finanzausgleichs
1036,Ressourcenausgleich [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich","Beiträge des Ressourcenausgleichs. Ressourcenzuschüsse (positives Vorzeichen), Ressourcenabschöpfung (negatives Vorzeichen)"
1037,Demografischer Sonderlastenausgleich [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des demografischen Sonderlastenausgleichs
1038,Geografisch-topografischer Sonderlastenausgleich [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des geografisch-topografischen Sonderlastenausgleichs
1040,Individueller Sonderlastenausgleich [Fr./Einw.],Franken pro Einwohner,"Gemeindeamt Kanton Zürich, Abteilung Gemeindefinanzen",Beiträge des individuellen Sonderlastenausgleichs
1041,Übergangsausgleich [Fr./Einw.],Franken pro Einwohner,"Gemeindeamt Kanton Zürich, Abteilung Gemeindefinanzen",Beiträge des Übergangsausgleichs
1039,Zentrumslastenausgleich [Fr./Einw.],Franken pro Einwohner,"Statistisches Amt des Kantons Zürich, Berechnung Finanzausgleich",Beiträge des Zentrumslastenausgleichs
1,Einheit,,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","GEFIS-Einheit, eindeutiger Code (Primärschlüssel) der öffentlich-rechtlichen Körperschaft"
3,BFS-Nr. / SGEM,,"Bundesamt für Statistik BFS, Bildungsstatistik Kanton Zürich (BISTA)",Schulgemeinde Code (SGEM) gemäss BISTA bei Schulgemeinden oder Amtliche Gemeindenummer (BFS-Nr.) bei Politischen Gemeinden gemäss amtlichem Gemeindeverzeichnis des Bundesamtes für Statistik BFS
405,51x [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
406,67x-68x [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
407,67x [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
408,868 [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
409,900 [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
410,995 [Fr.],in Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1405,51x [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1406,67x-68x [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
1407,67x [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1408,868 [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1409,900 [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
1410,995 [Fr./Pers.],in Franken pro Person,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
42,Rechnungsmodell HRM,,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Harmonisiertes Rechnungsmodell (HRM1 oder HRM2), gemäss welchem die Jahresrechnung erstellt und erhoben worden ist. Im Gemeindefinanzporträt sind alle HRM2 Daten nach HRM1 umgeschlüsselt ausgewiesen."
